10	3.09	6
15	33.1993	8
15	14.5272	9
15	21.91	9
15	26.48	9
15	35.06	8
15	4.66	9
20	28.3332	12
20	31.53	12
20	15.77	10
20	11.82	10
20	17.27	10
20	20.23	10
20	31.91	12
20	4.75273	10
20	42.22	11
20	6.29	10
20	16.74	10
25	36.47	11
25	8.23	10
25	36.23	13
25	17.5859	10
25	18.16	10
25	22.69	10
25	24.05	21
25	17.78	10
25	20.1309	10
25	25.39	17
25	24.14	22
30	23.92	15
30	34.67	13
30	23.53	21
30	30.2941	11
30	24.78	21
30	19.61	11
30	23.44	21
30	24.54	21
30	19.18	11
30	16.8319	15
30	23.84	21
35	29.59	10
35	25.53	22
35	24.56	21
35	25.23	22
35	24.58	22
35	24.41	21
35	22.18	11
35	24.47	22
35	33.44	9
35	18.63	10
40	39.5	22
40	25.12	19
40	22.38	9
40	22.4879	9
40	23.61	8
40	42.4126	19
45	21.63	7
45	27.07	7
45	24.39	7
45	22.11	7
50	37.97	8
50	24.74	9
50	39.73	13
50	39.34	9
50	39.93	8
50	23.44	9
50	49.51	3
55	39.37	11
55	35.13	8
60	39.83	8
60	49.02	3
60	27.3547	6
65	39.26	5
65	29.3059	9
65	30.09	9
65	29.82	10
65	31.3	9
70	39.32	7
70	39.77	15
70	24.6	14
70	25.11	11
70	29.88	14
75	39.68	8
75	39.98	9
75	39.38	9
75	23.55	18
75	26.09	12
75	26.54	17
75	32.32	16
75	40.51	9
75	28.59	16
75	28.41	14
75	31.35	14
75	23.79	13
80	39.66	8
80	39.71	9
80	30.57	14
80	26.31	17
80	39.76	9
80	22.65	19
80	24.26	14
80	22.89	18
80	25.4	19
85	16.5219	5
85	39.32	6
85	22.2856	16
85	23.13	20
85	23.26	18
85	24.13	18
85	24.49	19
90	27.11	16
90	29.01	17
90	27.28	19
90	28.42	21
95	31.12	19
95	27.21	19
95	39.49	3
100	39.29	10
100	32.34	20
100	13.46	20
105	39.93	10
105	36.67	9
105	14.69	17
105	14.65	17
105	35.4	11
105	35.99	10
105	33.543	8
105	13.01	19
105	13.49	16
105	40.26	9
110	13.81	18
110	39.51	11
110	19.94	17
110	18.75	17
110	32.94	10
110	14.41	17
110	13.58	18
110	16.89	18
110	13.81	18
110	38.02	10
110	34.5	14
115	17.68	19
115	14.57	20
115	31.9	9
115	39.31	13
115	39.62	12
115	11.92	8
115	16.01	19
115	14.13	20
115	34.71	9
115	14.73	19
115	14.17	20
120	34.94	10
120	39.43	10
120	14.7723	21
120	35.18	6
120	0.0629153	6
120	34.51	12
120	16.19	23
120	15.21	21
120	15.04	22
120	14.37	23
120	15.94	22
120	12.4875	21
120	33.08	6
125	15.19	23
125	16.54	22
125	16.38	21
125	6.2973	21
125	15.25	21
125	14.68	23
125	17.09	23
130	15.65	22
130	17.78	22
130	26.52	8
130	3.42941	6
130	21.29	6
130	44.6	6
130	15.11	22
130	17.29	22
130	16.69	22
130	9.29852	21
130	15.61	22
135	15.75	20
135	15.67	21
135	17.95	20
135	15.84	21
135	1.35229	9
135	4.89	9
135	14.27	9
135	6.24613	9
135	17.46	21
135	17.01	21
135	39.42	7
140	19.54	18
140	18.8	17
140	16.32	18
140	16.58	17
140	7.27	12
140	15.53	20
140	39.35	8
140	39.46	10
140	17.77	12
140	19.65	13
140	6.25	13
140	7.84065	12
140	8.26	13
140	41.68	9
140	17.68	20
140	40.31	10
140	4.80921	11
145	39.57	8
145	18.9218	14
145	20.89	16
145	22.2	17
145	18.91	15
145	22.37	18
145	7.65	15
145	19.46	14
145	39.68	8
145	13.68	15
145	8.23124	15
145	16.39	15
145	7.58	15
145	10.01	15
145	9.82	15
145	18.92	15
145	9.54	15
150	23.62	16
150	22.59	15
150	19.39	15
150	21.41	15
150	26.1875	13
150	11.56	15
150	14.33	15
150	9.11	15
150	21.251	15
150	29.1	6
150	14.75	15
150	18.3214	13
150	8.63	15
155	18.7	15
155	17.9399	15
155	1.26503	15
155	32.08	11
155	17.67	16
160	39.38	10
160	18.18	17
160	45.32	8
160	28.95	8
160	39.79	8
165	29.7	13
165	35.08	17
165	18.3144	16
165	46.53	8
165	29.05	16
170	39.2138	12
